Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2 
711,0.94984293,1657,chapin_dfss_providers_2011_070212.csv,EL VALOR BRENDA'S KIDS CLUB,3552 E 118TH STREET ,60617,6460007,,,,,,,EL VALOR,HEGEWISCH,,,,,Brenda Lopez,Yes,No,No,,,,,,,,,,,b'1657',b'chapin_dfss_providers_2011_070212.csv',"b""el valor brenda's kids club""",b'3552 e 118th street',b'60617',b'6460007',b'',b'',b'',b'',b'',b'',b'el valor',b'hegewisch',b'',b'',b'',b'',b'brenda lopez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'brenda lopez',b'',b'',b'',b'',b'',b''
51,0.8009680286049843,1658,chapin_dfss_providers_2011_070212.csv,EL VALOR CARLOS CANTU,2434 S KILDARE ,60623,2422700,,,,,,,EL VALOR,SOUTH LAWNDALE,,,,,Irma Carmona,Yes,No,Yes,"4305IT(Child Care IT Center), 4305PS(Child Care PS Center),",,,,,,,,,,b'76',b'cps_early_childhood_portal_scrape.csv',b'el valor - carlos cantu',b'2434 s kildare',b'60623',b'2422700',b'',b'child care',b'half day/full day',b'',b'',b'',b'el valor',b'south lawndale',b'',b'',b'',b'',b'irma carmona',b'yes',b'no',b'yes',"b'4305it(child care it center), 4305ps(child care ps center),'",b'www.elvalor.org',b'vincent allocco',b'irma carmona',b'',b'',b'',b'',b'',b''
58,0.9229754954576492,1659,chapin_dfss_providers_2011_070212.csv,EL VALOR CENTRO INFANTIL (PUERTO RICAN COMM),2739 W DIVISION ,60622,3428866,,,,,,,EL VALOR,WEST TOWN,,,,,Xochiti Ramirez,Yes,No,No,,,,,,,,,,,b'85',b'cps_early_childhood_portal_scrape.csv',b'el valor centro infantil (puerto rican comm)',b'2739 w division st',b'60622',b'3428866',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'west town',b'',b'',b'',b'',b'xochiti ramirez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'xochiti ramirez',b'',b'',b'',b'',b'',b'child care'
712,0.9698143,1660,chapin_dfss_providers_2011_070212.csv,EL VALOR CHICAGO PRE-SCHOOL ACADEMY,532 E 87TH ST ,60619,4884495,,,,,,,EL VALOR,CHATHAM,,,,,Deneen Grover,Yes,No,No,,,,,,,,,,,b'1660',b'chapin_dfss_providers_2011_070212.csv',b'el valor chicago pre-school academy',b'532 e 87th st',b'60619',b'4884495',b'',b'',b'',b'',b'',b'',b'el valor',b'chatham',b'',b'',b'',b'',b'deneen grover',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'deneen grover',b'',b'',b'',b'',b'',b''
970,,1661,chapin_dfss_providers_2011_070212.csv,EL VALOR FCCH-PATRICIA COBA,2719 S MILLARD ,60623,5222345,,,,,,,EL VALOR,SOUTH LAWNDALE,,,,,Nina Duena,No,No,No,"5991IT(Child Care Home IT), 5991PS(Child Care Home PS), 5991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.9479536584445408,1662,chapin_dfss_providers_2011_070212.csv,EL VALOR GUADALUPE REYES CHILDREN & FAMILY CENTER,1951 W 19TH ST ,60608,9972021,,,,,,,EL VALOR,LOWER WEST SIDE,,,,,Lydia Marcos,Yes,No,Yes,"4141PS(Child Care PS Center), 7026PS(HS Collaboration with C",,,,,,,,,,b'2146',b'cps_early_childhood_portal_scrape.csv',b'el valor - guadalupe reyes children & family center',b'1951 w 19th st',b'60608',b'9972021',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'lower west side',b'',b'',b'',b'',b'lydia marcos',b'yes',b'no',b'yes',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'www.elvalor.org',b'vincent allocco',b'rosa moreno',b'',b'',b'',b'',b'',b'child care'
94,0.8752193093299866,1663,chapin_dfss_providers_2011_070212.csv,EL VALOR KIDDY KARE LEARNING CENTER,4444 S KEDZIE ,60632,2476642,,,,,,,EL VALOR,BRIGHTON PARK,,,,,Marina Lopez,Yes,No,No,,,,,,,,,,,b'1663',b'cps_early_childhood_portal_scrape.csv',b'el valor - kiddy kare learning ctr',b'4444 s kedzie',b'60632',b'2476642',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'brighton park',b'el valor',b'brighton park',b'',b'',b'',b'',b'marina lopez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'marina lopez',b'',b'',b'',b'',b'',b''
127,0.7507203936576843,1664,chapin_dfss_providers_2011_070212.csv,EL VALOR KIDZ COLONY,6287 SOUTH ARCHER AVE ,60638,7678522,,,,,,,EL VALOR,GARFIELD RIDGE,,,,,Joy Avila,Yes,No,No,,,,,,,,,,,b'160',b'cps_early_childhood_portal_scrape.csv',b'el valor - kidz colony',b'6287 s archer ave',b'60638',b'7678522',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'garfield ridge',b'el valor',b'garfield ridge',b'',b'',b'',b'',b'joy avila',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'joy avila',b'',b'',b'',b'',b'',b''
713,0.9640219,1665,chapin_dfss_providers_2011_070212.csv,EL VALOR LITTLE BROWN BEAR PRE-SCHOOL,8046 S WESTERN AVE ,60620,4343508,,,,,,,EL VALOR,ASHBURN,,,,,Deborah Broyles,Yes,No,No,,,,,,,,,,,b'1665',b'chapin_dfss_providers_2011_070212.csv',b'el valor little brown bear pre-school',b'8046 s western ave',b'60620',b'4343508',b'',b'',b'',b'',b'',b'',b'el valor',b'ashburn',b'',b'',b'',b'',b'deborah broyles',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'deborah broyles',b'',b'',b'',b'',b'',b''
209,0.8665938079357147,1666,chapin_dfss_providers_2011_070212.csv,EL VALOR LITTLE KIDS VILLAGE,2656 W 71ST ST ,60629,7764753,,,,,,,EL VALOR,CHICAGO LAWN,,,,,Sherri Thompson,Yes,No,No,,,,,,,,,,,b'309',b'dfss_agencysitelies_2012.csv',b'el valor little kids village',b'2656 w. 71st st.',b'60629',b'7764753',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'el valor',b'chicago lawn',b'',b'',b'',b'',b'sherri thompson',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sherri thompson',b'',b'',b'',b'',b'',b''
122,0.7015752553939819,1667,chapin_dfss_providers_2011_070212.csv,EL VALOR LITTLE LEARNERS,5923 W 63RD STREET ,60638,5815541,,,,,,,EL VALOR,CLEARING,,,,,Marilyn Gonzalez,Yes,No,No,,,,,,,,,,,b'2151',b'cps_early_childhood_portal_scrape.csv',b'el valor - little learners',b'5923 w 63rd st',b'60638',b'5815541',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'clearing',b'el valor',b'clearing',b'',b'',b'',b'',b'marilyn gonzalez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'paula parrilli',b'',b'',b'',b'',b'',b''
31,0.8638928362301418,1668,chapin_dfss_providers_2011_070212.csv,EL VALOR LITTLE TYKES I,1711 W 35TH STREET ,60609,2547710,,,,,,,EL VALOR,MCKINLEY PARK,,,,,Sara Matta,Yes,No,No,,,,,,,,,,,b'2604',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes i',b'1711 w 35th st',b'60609',b'2547700',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
34,0.8899614044598171,1669,chapin_dfss_providers_2011_070212.csv,EL VALOR LITTLE TYKES II,1723 W 35TH STREET ,60609,5791791,,,,,,,EL VALOR,MCKINLEY PARK,,,,,Laura Gonzalez,Yes,No,No,,,,,,,,,,,b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1723 w 35th st',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'mckinley park',b'el valor',b'mckinley park',b'',b'',b'',b'',b'laura gonzalez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'laura gonzalez',b'',b'',b'',b'',b'',b''
714,0.9698143,1670,chapin_dfss_providers_2011_070212.csv,EL VALOR MARI'S BUMBLE BEE ACADEMY,9725 S COMMERCIAL AVE ,60617,2217692,,,,,,,EL VALOR,SOUTH DEERING,,,,,Marisol Lopez,Yes,No,No,,,,,,,,,,,b'1670',b'chapin_dfss_providers_2011_070212.csv',"b""el valor mari's bumble bee academy""",b'9725 s commercial ave',b'60617',b'2217692',b'',b'',b'',b'',b'',b'',b'el valor',b'south deering',b'',b'',b'',b'',b'marisol lopez',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'marisol lopez',b'',b'',b'',b'',b'',b''
715,0.9679621,1671,chapin_dfss_providers_2011_070212.csv,EL VALOR NEW AGE PREPARATORY (8940 S COTTAGE GROVE AVE),8940 S COTTAGE GROVE AVE ,60619,7832431,,,,,,,EL VALOR,CHATHAM,,,,,Tanya Furlow,No,No,No,,,,,,,,,,,b'1671',b'chapin_dfss_providers_2011_070212.csv',b'el valor new age preparatory (8940 s cottage grove ave)',b'8940 s cottage grove ave',b'60619',b'7832431',b'',b'',b'',b'',b'',b'',b'el valor',b'chatham',b'',b'',b'',b'',b'tanya furlow',b'no',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'tanya furlow',b'',b'',b'',b'',b'',b''
287,0.7775143086910248,1672,chapin_dfss_providers_2011_070212.csv,EL VALOR NEW AGE PREPARATORY ACADEMY (10951 S MICHIGAN AVE),10951 S MICHIGAN AVE ,60628,7857737,,,,,,,EL VALOR,ROSELAND,,,,,Tanya Furlow,Yes,No,No,,,,,,,,,,,b'527',b'dfss_agencysitelies_2012.csv',b'el valor new age preparatory academy (10951 s michigan ave)',b'10951 s michigan ave',b'60628',b'7857737',b'',b'head start',b'half day/full day',b'',b'',b'',b'el valor',b'roseland',b'',b'',b'',b'',b'tanya furlow',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'tanya furlow',b'',b'',b'',b'',b'',b''
68,0.9383273482322693,1673,chapin_dfss_providers_2011_070212.csv,EL VALOR REY GONZALEZ CHILDREN AND FAMILY CENTER,3050 E 92ND ST ,60617,7219311,,,,,,,EL VALOR,SOUTH CHICAGO,,,,,Monica Williams,Yes,No,Yes,"2170IT(Child Care IT Center), 2170PS(Child Care PS Center),",,,,,,,,,,b'97',b'cps_early_childhood_portal_scrape.csv',b'el valor rey gonzalez children and family center',b'3050 e 92nd st',b'60617',b'7219311',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'el valor',b'south chicago',b'',b'',b'',b'',b'monica williams',b'yes',b'no',b'yes',"b'2170it(child care it center), 2170ps(child care ps center),'",b'www.elvalor.org',b'vincent allocco',b'carmen flores',b'',b'',b'',b'',b'',b'child care'
207,0.8109071552753448,1674,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 1 (51ST STREET),2649 W 51ST STREET ,60632,4760700,,,,,,,EL VALOR,GAGE PARK,,,,,Francy Torres,Yes,No,No,,,,,,,,,,,b'2158',b'cps_early_childhood_portal_scrape.csv',b'el valor teddy bear 1',b'2649 w 51st st',b'60632',b'4760700',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'gage park',b'el valor',b'gage park',b'',b'',b'',b'',b'francy torres',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'francy torres',b'',b'',b'',b'',b'',b''
80,0.8522341251373291,1675,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 2 (COLUMBUS DR),3473 W COLUMBUS ,60652,4342327,,,,,,,EL VALOR,ASHBURN,,,,,Connie Gayton,Yes,No,No,,,,,,,,,,,b'113',b'cps_early_childhood_portal_scrape.csv',b'el valor teddy bear 2',b'3473 w columbus',b'60652',b'4342327',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'ashburn',b'',b'',b'',b'',b'connie gayton',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'connie guyton',b'',b'',b'',b'',b'',b''
129,0.8178531924883524,1676,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,60629,2842292,,,,,,,EL VALOR,WEST LAWN,,,,,Natasha Catchings,Yes,No,No,,,,,,,,,,,b'162',b'cps_early_childhood_portal_scrape.csv',b'el valor teddy bear 3',b'6401 s pulaski rd',b'60629',b'2842292',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'west lawn',b'',b'',b'',b'',b'natasha catchings',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'natasha catchings',b'',b'',b'',b'',b'',b''
112,0.8307061195373535,1677,chapin_dfss_providers_2011_070212.csv,EL VALOR TEDDY BEAR 5 (5160 S PULASKI),5160 S PULASKI RD ,60632,2847030,,,,,,,EL VALOR,WEST ELSDON,,,,,Mary Zirngibl,Yes,No,No,,,,,,,,,,,b'146',b'cps_early_childhood_portal_scrape.csv',b'el valor teddy bear 5',b'5160 s pulaski rd',b'60632',b'2847030',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'west elsdon',b'',b'',b'',b'',b'mary zirngibl',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'mary zirngibl',b'',b'',b'',b'',b'',b''
66,0.8007522722085317,1678,chapin_dfss_providers_2011_070212.csv,EL VALOR YOUNG SCHOLARS DEV. INS.,3038 W 59TH STREET ,60629,9181944,,,,,,,EL VALOR,GAGE PARK,,,,,Elizabeth Campbell,Yes,No,No,,,,,,,,,,,b'2861',b'cps_early_childhood_portal_scrape.csv',b'el valor young scholars dev. ins.',b'3038 w 59th st',b'60629',b'9181944',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'gage park',b'el valor',b'gage park',b'',b'',b'',b'',b'elizabeth campbell',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'elizabeth campbell',b'',b'01/31/14',b'546228',b'youngscholars@sbcglobal.net',b'',b''
716,0.8566263,1679,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE CHARTER SCHOOL,1405 N WASHTENAW AVE ,60622,,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,,No,No,No,,,,,,,,,,,b'1679',b'chapin_dfss_providers_2011_070212.csv',b'erie neighborhood house charter school',b'1405 n washtenaw ave',b'60622',b'4867234',b'',b'',b'',b'',b'',b'',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'',b'no',b'no',b'no',b'',b'www.eriehouse.org',b'celena roldan',b'',b'',b'',b'',b'',b'',b''
30,0.9369710846380754,1680,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE ERIE COMMUNITY CENTER,1701 W SUPERIOR ,60622,5635800,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Celena Roldan,Yes,No,No,"2640IT(Child Care IT Center), 3256PS(HS Collaboration with C",,,,,,,,,,b'43',b'cps_early_childhood_portal_scrape.csv',b'erie neighborhood house - erie community center',b'1701 w superior',b'60622',b'5635800',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'celena roldan',b'yes',b'no',b'no',"b'2640it(child care it center), 3256ps(hs collaboration with c'",b'www.eriehouse.org',b'cp',b'celena roldan',b'',b'05/31/13',b'293383',b'lfalk@eriehouse.org',b'',b'child care'
635,0.6715115308761597,1681,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE ERIE HOUSE,1347 W ERIE ,60622,,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Mr. Dennis Puhr,No,No,No,2648SA(School Age (SA)),,,,,,,,,,b'1681',b'chapin_dfss_providers_2011_070212.csv',b'erie neighborhood house erie house',b'1347 w erie',b'60622',b'6663430',b'',b'',b'',b'',b'',b'',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'mr. dennis puhr',b'no',b'no',b'no',b'2648sa(school age (sa))',b'www.eriehouse.org',b'celena roldan',b'valery sheppard',b'',b'',b'',b'',b'',b''
639,0.9417127072811127,1682,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE ERIE NEIGHBORHOOD HOUSE - CORTEZ SA,2510 W CORTEZ ,60622,4867161,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Amy Kinney,No,No,Yes,4148SA(School Age (SA)),,,,,,,,,,b'1187',b'cps_early_childhood_portal_scrape.csv',b'erie neighborhood house',b'2510 w cortez st',b'60622',b'4867161',b'',b'school age',b'part day/full day',b'',b'',b'',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'amy kinney',b'no',b'no',b'yes',b'4148sa(school age (sa))',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
971,,1683,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-ANALIDA SANCHEZ SITE,1914 N SAYRE ,60707,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,AUSTIN,,,,,Cynthia Suarez,No,No,No,"5697IP(EHS Collaboration Enhanced Home IP), 5700IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,1684,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-CARMEN L. VEGA SITE,3528 W PIERCE ,60618,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Suarez,No,No,No,"5702IT(Child Care Home IT), 5702PS(Child Care Home PS), 5702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,1685,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-CARMEN MARTELL SITE,3509 W PIERCE ,60651,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Saurez,No,No,No,"5692IT(Child Care Home IT), 5692PS(Child Care Home PS), 5692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,1686,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-GLADYS LORENZO,2636 N WASHTENAW AVE ,60647,,,,,,,,ERIE NEIGHBORHOOD HOUSE,LOGAN SQUARE,,,,,,No,Yes,No,"5999PS(HS Collaboration with Childcare Homes), 5999IP(EHS Co",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,1687,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-IRAIDA GARRIGA SITE,2523 N PARKSIDE ,60639,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Cynthia Suarez,No,Yes,No,"6110IP(EHS Collaboration Enhanced Home IP), 5684IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,1688,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-JESUS E. RAMIREZ SITE,4414 N CHRISTIANA ,60625,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,ALBANY PARK,,,,,Cynthia Suarez,No,Yes,No,"5966IP(EHS Collaboration Enhanced Home IP), 5694IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,1689,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-LUCIA RUBIO SITE,5522 W NEWPORT ST ,60641,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,PORTAGE PARK,,,,,Cynthia Saurez,No,Yes,No,"6112IP(EHS Collaboration Enhanced Home IP), 5695IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,1690,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARGARITA DEL VALLE SITE,1004 N KEDZIE AVE ,60651,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cynthia Suarez,No,Yes,No,"5682IP(EHS Collaboration Enhanced Home IP), 5934IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,1691,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA BAUTISTA SITE,1422 N CENTRAL AVE ,60651,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,AUSTIN,,,,,Cynthia Suarez,No,Yes,No,"5678IP(EHS Collaboration Enhanced Home IP), 5813IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,1692,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA GUERRERO SITE,2311 N KEATING ,60639,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Cythnia Suarez,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,1693,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA MAHECHA SITE,4151 W LAWRENCE ,60630,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,ALBANY PARK,,,,,Cynthia Suarez,No,Yes,No,"5688IP(EHS Collaboration Enhanced Home IP), 5691IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,1694,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARIA YOLANDA GUERRO SITE,4848 N KEELER ST ,60630,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,ALBANY PARK,,,,,Cynthia Suarez,No,Yes,No,"5686IP(EHS Collaboration Enhanced Home IP), 5689IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,1695,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MARISELA MARTINEZ SITE,5018 W DRUMMOND PL ,60639,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,BELMONT CRAGIN,,,,,Cythnia Suarez,No,Yes,No,"6111IP(EHS Collaboration Enhanced Home IP), 5693IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,1696,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-MIGDALIA SEPULVEDA SITE,1254 N MAPLEWOOD ,60622,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Cynthia Suarez,No,No,No,"5701IT(Child Care Home IT), 5701PS(Child Care Home PS), 5701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,1697,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-NURY RODRIGUEZ,2420 W LEMOYNE AVE 1 ,60622,,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,,No,Yes,No,"5919IP(EHS Collaboration Enhanced Home IP), 5922IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,1698,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-PATRICIA CASTANDA SITE,4906 N LAWNDALE ,60625,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,ALBANY PARK,,,,,Cythnia Suarez,No,Yes,No,"5679IP(EHS Collaboration Enhanced Home IP), 5680IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,1699,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-SERVIA GALVA SITE,2008 W SUPERIOR ,60622,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,WEST TOWN,,,,,Cynthia Suarez,No,No,No,"5683IT(Child Care Home IT), 5683PS(Child Care Home PS), 5683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,1700,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-SILVERIA CRUZ SITE,1656 N SPRINGFIELD ,60647,4322213,,,,,,,ERIE NEIGHBORHOOD HOUSE,HUMBOLDT PARK,,,,,Cythnia Suarez,No,Yes,No,"6109IP(EHS Collaboration Enhanced Home IP), 5681IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,1701,chapin_dfss_providers_2011_070212.csv,ERIE NEIGHBORHOOD HOUSE FCCH-TANIA PEREZ,4502 N CHRISTIANA AVE ,60625,5041813,,,,,,,ERIE NEIGHBORHOOD HOUSE,ALBANY PARK,,,,,Nancy Vazquez,No,No,No,"6133IP(EHS Collaboration Enhanced Home IP), 6134IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,0.7449038,1702,chapin_dfss_providers_2011_070212.csv,FIRMAN COMMUNITY SERVICES FIRMAN COMMUNITY SERVICES EARLY BEGINNINGS,4705 S STATE ,60609,,,,,,,,FIRMAN COMMUNITY SERVICES,GRAND BOULEVARD,,,,,,No,No,No,,,,,,,,,,,b'1702',b'chapin_dfss_providers_2011_070212.csv',b'firman community services firman community services early beginnings',b'4705 s state',b'60609',b'',b'',b'',b'',b'',b'',b'',b'firman community services',b'grand boulevard',b'',b'',b'',b'',b'',b'no',b'no',b'no',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'early head start'
718,0.8835180401802063,1703,chapin_dfss_providers_2011_070212.csv,FIRMAN COMMUNITY SERVICES FIRMAN HOUSE EAST,4910 S KING ,60615,3733400,,,,,,,FIRMAN COMMUNITY SERVICES,GRAND BOULEVARD,,,,,Ms. Carmolita Curry,Yes,No,No,"7077PS(HS Collaboration with Childcare & PreK), 4144SA(Schoo",,,,,,,,,,b'2166',b'dfss_agencysitelies_2012.csv',b'firman community services firman house east',b'4910 s. king drive',b'60615',b'3733400',b'',b'',b'',b'',b'',b'grand boulevard',b'firman community services',b'grand boulevard',b'',b'',b'',b'',b'ms. carmolita curry',b'yes',b'no',b'no',"b'7077ps(hs collaboration with childcare & prek), 4144sa(schoo'",b'www.firmancs.org',b'marguerite young',b'ms. earline moore',b'',b'',b'',b'',b'',b'child care'
